"pixel_id","x","y","Sample","Treatment","Timepoint","Old_Clusters"
"pixel_892347",60558.3984375,29365,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893003",60978.3984375,29295,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893004",60908.3984375,29295,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_893005",60838.3984375,29295,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_893006",60768.3984375,29295,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_893007",60698.3984375,29295,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893008",60628.3984375,29295,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893665",60978.3984375,29225,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893666",60908.3984375,29225,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893667",60838.3984375,29225,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_893668",60768.3984375,29225,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893669",60698.3984375,29225,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_893670",60628.3984375,29225,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894327",60978.3984375,29155,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894328",60908.3984375,29155,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894329",60838.3984375,29155,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894330",60768.3984375,29155,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894331",60698.3984375,29155,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894332",60628.3984375,29155,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894989",60978.3984375,29085,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894990",60908.3984375,29085,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_894991",60838.3984375,29085,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_894992",60768.3984375,29085,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_894993",60698.3984375,29085,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_895651",60978.3984375,29015,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_895652",60908.3984375,29015,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_895653",60838.3984375,29015,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_895654",60768.3984375,29015,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_895655",60698.3984375,29015,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_896313",60978.3984375,28945,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896314",60908.3984375,28945,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896315",60838.3984375,28945,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896316",60768.3984375,28945,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896317",60698.3984375,28945,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896975",60978.3984375,28875,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896976",60908.3984375,28875,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896977",60838.3984375,28875,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_896978",60768.3984375,28875,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_897637",60978.3984375,28805,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_897638",60908.3984375,28805,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_897639",60838.3984375,28805,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_897640",60768.3984375,28805,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_898299",60978.3984375,28735,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_898300",60908.3984375,28735,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_898301",60838.3984375,28735,"bleo_d21_4b","bleo","d21","Cluster2"
"pixel_898961",60978.3984375,28665,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_898962",60908.3984375,28665,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_898963",60838.3984375,28665,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_899623",60978.3984375,28595,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_899624",60908.3984375,28595,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_900285",60978.3984375,28525,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_900286",60908.3984375,28525,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_900947",60978.3984375,28455,"bleo_d21_4b","bleo","d21","Cluster1"
"pixel_901609",60978.3984375,28385,"bleo_d21_4b","bleo","d21","Cluster1"
